"type","title","url","meta"
"article","'this' pointer","https://www.geeksforgeeks.org/batch/dsa-jiit/track/foundation-cpp-oops-2/article/MjU1Ng%3D%3D","Last Updated: 2025-01-17"
"article","Static data members and methods","https://www.geeksforgeeks.org/batch/dsa-jiit/track/foundation-cpp-oops-2/article/MjU1Nw%3D%3D","Last Updated: 2025-01-17"
"article","Inheritance","https://www.geeksforgeeks.org/batch/dsa-jiit/track/foundation-cpp-oops-2/article/MTUwMDg%3D","Last Updated: 2025-01-29"
"article","Inheritance Example","https://www.geeksforgeeks.org/batch/dsa-jiit/track/foundation-cpp-oops-2/article/MTUwMDk%3D","Last Updated: 2025-01-29"
"article","Multiple Inheritance and Diamond Problem","https://www.geeksforgeeks.org/batch/dsa-jiit/track/foundation-cpp-oops-2/article/MjU4NA%3D%3D","Last Updated: 2025-01-17"
"article","Virtual Functions & Polymorphism","https://www.geeksforgeeks.org/batch/dsa-jiit/track/foundation-cpp-oops-2/article/MjU3MQ%3D%3D","Last Updated: 2025-01-18"
"article","Friend function in C++","https://www.geeksforgeeks.org/batch/dsa-jiit/track/foundation-cpp-oops-2/article/MjU2MA%3D%3D","Last Updated: 2025-01-18"
"article","Operator Overloading in C++","https://www.geeksforgeeks.org/batch/dsa-jiit/track/foundation-cpp-oops-2/article/MjU2OA%3D%3D","Last Updated: 2025-01-18"
"video","Exception Handling in C++","https://www.geeksforgeeks.org/batch/dsa-jiit/track/foundation-cpp-exception-handling/video/MTYwMA%3D%3D","Duration: 5 min, 1 second"
"video","Try Throw and Catch in C++ Exception Handling","https://www.geeksforgeeks.org/batch/dsa-jiit/track/foundation-cpp-exception-handling/video/MTYwMQ%3D%3D","Duration: 15 min, 18 sec"
"video","Stack Unwinding in C++ Exception Handling","https://www.geeksforgeeks.org/batch/dsa-jiit/track/foundation-cpp-exception-handling/video/MTU5OA%3D%3D","Duration: 4 min, 53 sec"
"video","User Defined Exceptions in C++","https://www.geeksforgeeks.org/batch/dsa-jiit/track/foundation-cpp-exception-handling/video/MTU5OQ%3D%3D","Duration: 7 min, 48 sec"
"article","Exception Handling in C++","https://www.geeksforgeeks.org/batch/dsa-jiit/track/foundation-cpp-exception-handling/article/Njk0OA%3D%3D","Last Updated: 2025-01-25"
"article","Try Throw and Catch in C++","https://www.geeksforgeeks.org/batch/dsa-jiit/track/foundation-cpp-exception-handling/article/Njk0OQ%3D%3D","Last Updated: 2025-01-25"
"article","Stack Unwinding in C++","https://www.geeksforgeeks.org/batch/dsa-jiit/track/foundation-cpp-exception-handling/article/Njk0NQ%3D%3D","Last Updated: 2025-01-25"
"article","User Defined Exceptions in C++","https://www.geeksforgeeks.org/batch/dsa-jiit/track/foundation-cpp-exception-handling/article/Njk4MQ%3D%3D","Last Updated: 2025-01-24"
"video","Background Part 1 (IO Devices, CPU and Memory)","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Java-Basics-jtp-2/video/MTkzMQ%3D%3D","Duration: 5 min, 31 sec"
"video","Background Part 2 (Computer Organization & Operating System)","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Java-Basics-jtp-2/video/MTk0Mg%3D%3D","Duration: 3 min, 16 sec"
"video","Why Do We Need Programming Languages","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Java-Basics-jtp-2/video/MjIxNA%3D%3D","Duration: 3 min, 25 sec"
"video","Introduction to Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Java-Basics-jtp-2/video/MTIyOQ%3D%3D","Duration: 9 min, 38 sec"
"video","Writing First Program in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Java-Basics-jtp-2/video/MTIyNQ%3D%3D","Duration: 10 min, 13 sec"
"article","Why do we need Programming language?","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Java-Basics-jtp-2/article/NjcwMQ%3D%3D","Last Updated: 2025-01-24"
"article","Introduction to Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Java-Basics-jtp-2/article/NTA4Mjcx","Last Updated: 2025-11-11"
"article","Java Hello World Program","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Java-Basics-jtp-2/article/MTQwODg0","Last Updated: 2026-01-03"
"video","Operators in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Operators-2/video/MTIxOQ%3D%3D","Duration: 11 min, 51 sec"
"video","Bitwise Operators in Java (Part 2)","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Operators-2/video/MTE1MA%3D%3D","Duration: 10 min, 34 sec"
"video","Bitwise Operators in Java (Part 3)","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Operators-2/video/MTE1MQ%3D%3D","Duration: 7 min, 17 sec"
"video","Sum of N Natural Numbers","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Operators-2/video/MjI0NQ%3D%3D","Duration: 5 min, 46 sec"
"video","Find Last Digit of A Number","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Operators-2/video/MjIzMA%3D%3D","Duration: 3 min, 47 sec"
"video","Days Before N Days","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Operators-2/video/MjIyNQ%3D%3D","Duration: 5 min, 52 sec"
"video","Find nth term of an Arithmetic Progression","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Operators-2/video/MjYwNA%3D%3D","Duration: 5 min, 6 sec"
"video","Find nth term of an Geometric Progression","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Operators-2/video/MjYwNQ%3D%3D","Duration: 6 min, 10 sec"
"article","Java Operators","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Operators-2/article/MTQxNTIz","Last Updated: 2025-11-12"
"article","Bitwise Operators in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Operators-2/article/MjE3MzU0","Last Updated: 2025-07-11"
"article","Bitwise Right Shift Operators in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Operators-2/article/Mjg4MTE%3D","Last Updated: 2023-03-08"
"article","Java Program to Calculate Sum of First N Natural Numbers","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Operators-2/article/NTA0OTMy","Last Updated: 2024-08-28"
"article","Find first and last digits of a number","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Operators-2/article/MTY2NjEy","Last Updated: 2023-12-13"
"article","Days Before N Days","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Operators-2/article/MTUwMTA%3D","Last Updated: 2025-01-17"
"article","Program for N-th term of Arithmetic Progression","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Operators-2/article/MTgwNzQz","Last Updated: 2025-02-15"
"article","Program to find nth term of given Geometric Progression","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Operators-2/article/MTc2NDU2","Last Updated: 2025-07-14"
"video","If Else Statements","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Flow-Control-2/video/MTIxNA%3D%3D","Duration: 11 min, 24 sec"
"video","Switch Statement","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Flow-Control-2/video/MTIyMg%3D%3D","Duration: 5 min, 12 sec"
"video","Even Odd Numbers","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Flow-Control-2/video/MjIyNg%3D%3D","Duration: 3 min, 51 sec"
"video","Largest of Three Numbers","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Flow-Control-2/video/MjIzNQ%3D%3D","Duration: 4 min, 36 sec"
"video","Leap Year","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Flow-Control-2/video/MjIzNw%3D%3D","Duration: 4 min, 35 sec"
"video","Calculator","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Flow-Control-2/video/MjIxOQ%3D%3D","Duration: 4 min, 27 sec"
"article","Java if-else Statement","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Flow-Control-2/article/MzU5ODUy","Last Updated: 2024-12-03"
"article","Switch Statements in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Flow-Control-2/article/MTQ2OTcz","Last Updated: 2025-04-11"
"article","Check Even or Odd","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Flow-Control-2/article/MTM5Mzgy","Last Updated: 2025-07-14"
"article","Java Program to Find the Largest of three Numbers","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Flow-Control-2/article/NTExNzA2","Last Updated: 2025-07-23"
"article","Java Program to Find if a Given Year is a Leap Year","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Flow-Control-2/article/NTA0MTUy","Last Updated: 2023-12-25"
"article","Basic Calculator Program Using Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Flow-Control-2/article/NDcyOTkw","Last Updated: 2023-05-22"
"video","For Loop in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/video/MTIxNw%3D%3D","Duration: 7 min, 8 sec"
"video","While Loop","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/video/MTIyNA%3D%3D","Duration: 8 min, 40 sec"
"video","Do While Loop","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/video/MTIzMA%3D%3D","Duration: 3 min, 24 sec"
"video","Break and Continue","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/video/MTIxMg%3D%3D","Duration: 10 min, 53 sec"
"video","Count Digits","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/video/MjIyMw%3D%3D","Duration: 4 min, 8 sec"
"video","Table of a Number","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/video/MjI0Nw%3D%3D","Duration: 5 min, 44 sec"
"video","Patterns","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/video/MjIzOQ%3D%3D","Duration: 9 min, 19 sec"
"video","Triangular Pattern","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/video/MjI0OA%3D%3D","Duration: 6 min, 43 sec"
"video","Inverted Triangle","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/video/MjIzNA%3D%3D","Duration: 11 min, 11 sec"
"video","Square Pattern","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/video/MjI0NA%3D%3D","Duration: 3 min, 40 sec"
"video","Pyramid Pattern","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/video/MjI0MQ%3D%3D","Duration: 9 min, 25 sec"
"video","Factorial of A Number","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/video/MjIyOA%3D%3D","Duration: 5 min, 28 sec"
"video","GCD of 2 Numbers","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/video/MjIzMg%3D%3D","Duration: 7 min, 27 sec"
"video","LCM of 2 Numbers","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/video/MjIzNg%3D%3D","Duration: 6 min,"
"video","All Divisors Of A Number","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/video/MjIxOA%3D%3D","Duration: 6 min, 11 sec"
"video","Check for Prime","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/video/MTg0NQ%3D%3D","Duration: 14 min, 16 sec"
"video","Fibonacci Numbers","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/video/MjIyNw%3D%3D","Duration: 10 min, 9 sec"
"article","Java For Loop","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/article/MzU5NTc1","Last Updated: 2025-07-12"
"article","Java while Loop","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/article/MzU5ODQ2","Last Updated: 2024-11-11"
"article","Java Do While Loop","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/article/MzU5ODU5","Last Updated: 2025-08-12"
"article","Break and Continue statement in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/article/ODQ0Mw%3D%3D","Last Updated: 2025-01-03"
"article","Count digits","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/article/MTU5NzU2","Last Updated: 2025-10-03"
"article","Java Program to Print Multiplication Table for Any Number","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/article/NTQxODQx","Last Updated: 2024-07-24"
"article","Java Pattern Programs - Learn How to Print Pattern in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/article/OTUyMTI5","Last Updated: 2025-07-23"
"article","Patterns","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/article/MTUwMjM%3D","Last Updated: 2025-01-21"
"article","Printing Triangle Pattern in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/article/MjE4OTcy","Last Updated: 2023-03-13"
"article","Inverted Triangle","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/article/MTUwMjY%3D","Last Updated: 2025-01-21"
"article","Java Program to Print Square Star Pattern","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/article/NTcyMDYz","Last Updated: 2022-09-01"
"article","Programs for printing pyramid patterns in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/article/MTQwNDAy","Last Updated: 2023-05-03"
"article","Java Program for Factorial of a Number","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/article/MTg2OTk2","Last Updated: 2025-07-23"
"article","Program to Find GCD or HCF of Two Numbers","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/article/MTQyNDM2","Last Updated: 2025-10-03"
"article","Java Program to Find LCM of Two Numbers","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/article/NTczOTM4","Last Updated: 2024-04-22"
"article","Find all factors of a Positive Number","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/article/MTM3MTQ0","Last Updated: 2025-07-14"
"article","Check for Prime in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/article/ODQ5MQ%3D%3D","Last Updated: 2025-01-03"
"article","Prime Number Program in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/article/MjM2MzQz","Last Updated: 2025-07-11"
"article","Program to Print Fibonacci Series in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Loops-2/article/NDQ0NzI1","Last Updated: 2025-07-15"
"video","Functions in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Functions-2/video/MTIyOA%3D%3D","Duration: 15 min, 33 sec"
"video","Applications of Functions","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Functions-2/video/MTIxMQ%3D%3D","Duration: 4 min, 48 sec"
"video","Command Line Arguments in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Functions-2/video/MjA5MQ%3D%3D","Duration: 3 min, 54 sec"
"video","First Digit of a Number","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Functions-2/video/MjIzMQ%3D%3D","Duration: 8 min, 11 sec"
"video","Prime Factorization","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Functions-2/video/MjI0MA%3D%3D","Duration: 10 min, 59 sec"
"article","Java Methods","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Functions-2/article/MTQwMDgy","Last Updated: 2025-10-07"
"article","Applications of Functions","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Functions-2/article/MTUwMzQ%3D","Last Updated: 2025-01-21"
"article","Command Line Arguments in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Functions-2/article/MTM4OTA3","Last Updated: 2025-08-10"
"article","Find first and last digits of a number","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Functions-2/article/MTY2NjEy","Last Updated: 2023-12-13"
"article","Prime factors of a number","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Functions-2/article/Mjg5ODA%3D","Last Updated: 2025-10-03"
"video","String in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-String-2/video/MTYwNw%3D%3D","Duration: 15 min, 16 sec"
"video","String Operations","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-String-2/video/MTYwMDc%3D","Duration: 5 min, 50 sec"
"video","StringBuilder and StringBuffer","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-String-2/video/MTgyMw%3D%3D","Duration: 4 min, 3 sec"
"video","StringBuilder and StringBuffer Methods","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-String-2/video/MTgyMg%3D%3D","Duration: 8 min, 48 sec"
"video","Sample Problem - Pangram Checking in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-String-2/video/MTY1MA%3D%3D","Duration: 5 min, 37 sec"
"video","Java Sample Problem - Pattern Searching","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-String-2/video/MTYzNA%3D%3D","Duration: 8 min, 8 sec"
"video","Sample Problem - Find one extra character in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-String-2/video/MTY3OQ%3D%3D","Duration: 12 min, 26 sec"
"video","Check for Anagram","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-String-2/video/MTcwOA%3D%3D","Duration: 7 min, 21 sec"
"video","Check For Palindrome","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-String-2/video/MjIyMA%3D%3D","Duration: 10 min,"
"video","Reverse of a String","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-String-2/video/MjI0Mg%3D%3D","Duration: 5 min, 1 second"
"video","String: Decimal To Binary","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-String-2/video/MjYwOA%3D%3D","Duration: 6 min, 45 sec"
"video","String: Binary To Decimal","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-String-2/video/MjYwOQ%3D%3D","Duration: 11 min, 7 sec"
"article","Java Strings","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-String-2/article/Mjc1MzA2","Last Updated: 2025-11-12"
"article","Basic String Operations with Implementation","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-String-2/article/MTAzMjgwMw%3D%3D","Last Updated: 2024-10-07"
"article","StringBuilder and StringBuffer","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-String-2/article/NzA1Mg%3D%3D","Last Updated: 2025-01-24"
"article","StringBuffer vs StringBuilder in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-String-2/article/NDM3NjMw","Last Updated: 2025-07-15"
"article","Check if a given string is Pangram in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-String-2/article/NDU4Mjcz","Last Updated: 2025-07-15"
"article","Java Program for Naive algorithm for Pattern Searching","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-String-2/article/MjUyOTEz","Last Updated: 2025-07-23"
"article","Find one extra character in a string","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-String-2/article/MTg4Mjg0","Last Updated: 2025-07-11"
"article","Check if two Strings are Anagrams of each other","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-String-2/article/MTg3NTI%3D","Last Updated: 2025-07-25"
"article","Palindrome String","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-String-2/article/OTc3MzI0","Last Updated: 2025-07-23"
"article","Reverse a String in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-String-2/article/MTQ2ODg2","Last Updated: 2025-10-14"
"article","Java Program for Decimal to Binary Conversion","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-String-2/article/MTc5NjM0","Last Updated: 2025-07-23"
"video","Encapsulation in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/video/NzUwMQ%3D%3D","Duration: 7 min, 59 sec"
"video","Access Modifiers in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/video/NzUwMw%3D%3D","Duration: 11 min, 19 sec"
"video","Inheritance in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/video/NzQ5OA%3D%3D","Duration: 9 min, 59 sec"
"video","Super keyword in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/video/NzQ5OQ%3D%3D","Duration: 6 min, 51 sec"
"video","More on Java Inheritances","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/video/NzUwMA%3D%3D","Duration: 3 min, 38 sec"
"video","Polymorphism in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/video/NzQ5MQ%3D%3D","Duration: 9 min, 5 sec"
"video","Method Overriding in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/video/NzQ5Mg%3D%3D","Duration: 8 min, 34 sec"
"video","More on Method Overriding","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/video/NzQ5Mw%3D%3D","Duration: 5 min, 10 sec"
"video","Abstraction in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/video/NzQ5NA%3D%3D","Duration: 5 min, 2 sec"
"video","Abstract Classes in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/video/NzQ5NQ%3D%3D","Duration: 6 min, 39 sec"
"video","Interface in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/video/NzUxNw%3D%3D","Duration: 7 min, 34 sec"
"video","Interfaces vs Abstract Classes","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/video/NzQ5Nw%3D%3D","Duration: 5 min, 53 sec"
"video","OOP Quiz | Part 1","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/video/MjAwOQ%3D%3D","Duration: 13 min, 47 sec"
"video","OOP Quiz | Part 2","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/video/MjAxMA%3D%3D","Duration: 9 min, 15 sec"
"article","Java OOP(Object Oriented Programming) Concepts","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/article/Mjc1NTA4","Last Updated: 2025-09-24"
"article","Encapsulation in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/article/MTQxMDQy","Last Updated: 2025-11-21"
"article","Access Modifiers in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/article/MTQwOTQ1","Last Updated: 2025-11-22"
"article","Inheritance in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/article/MTQxNDE4","Last Updated: 2025-12-20"
"article","Super Keyword in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/article/MTQyNTM2","Last Updated: 2025-07-23"
"article","Polymorphism in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/article/MzEyMzIw","Last Updated: 2025-12-27"
"article","Overriding in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/article/MTM5NDgy","Last Updated: 2025-10-14"
"article","Abstraction in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/article/MTY0MzUy","Last Updated: 2025-10-22"
"article","Abstract Class in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/article/MjgwNTg%3D","Last Updated: 2025-07-23"
"article","Java Interface","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/article/MTQyNTQw","Last Updated: 2025-11-27"
"article","Difference Between Abstract Class and Interface in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/placement100-oops-java-2/article/MTQyNTI3","Last Updated: 2025-07-23"
"video","BigInteger Introduction","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Advance-2/video/MjI1Nw%3D%3D","Duration: 11 min, 16 sec"
"video","Fibonacci numbers using BigIntegers","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Advance-2/video/MjI1OQ%3D%3D","Duration: 6 min, 19 sec"
"video","Check for Prime and Next Prime","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Advance-2/video/MjI1OA%3D%3D","Duration: 3 min, 51 sec"
"video","Method References in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Advance-2/video/MTgwNQ%3D%3D","Duration: 7 min, 24 sec"
"video","Exception Handling (introduction)","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Advance-2/video/MjI2MA%3D%3D","Duration: 10 min, 7 sec"
"video","Exception Hierarchy in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Advance-2/video/MjI2Mg%3D%3D","Duration: 5 min, 18 sec"
"video","Overview of Exception Handling In Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Advance-2/video/MjI2NA%3D%3D","Duration: 7 min, 21 sec"
"video","Exception Handling using Try Catch","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Advance-2/video/MTIzOQ%3D%3D","Duration: 9 min, 43 sec"
"video","Method Call Stack and Exceptions","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Advance-2/video/MTI0MQ%3D%3D","Duration: 9 min, 22 sec"
"video","Exception Handling using Throw and Throws","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Advance-2/video/MTIzOA%3D%3D","Duration: 6 min, 58 sec"
"video","Multiple Exceptions","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Advance-2/video/MTI0Mg%3D%3D","Duration: 6 min, 32 sec"
"video","User Defined Exceptions","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Advance-2/video/MTI0Mw%3D%3D","Duration: 10 min, 10 sec"
"video","Multithreading Introduction","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Advance-2/video/MTQxOA%3D%3D","Duration: 8 min, 19 sec"
"video","Multithreading in Java","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Advance-2/video/MTQxOQ%3D%3D","Duration: 6 min, 17 sec"
"video","File Handling","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Advance-2/video/MjI1NA%3D%3D","Duration: 7 min, 11 sec"
"video","Create and Get Information","https://www.geeksforgeeks.org/batch/dsa-jiit/track/Java-Foundation-Advance-2/video/MjI1NQ%3D%3D","Duration: 4 min, 26 sec"
